,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Target
720,33.6,391.27,144.21,499158.14,21.0,94.0,2904.0,30.973,,,355.76
721,33.6,129.36,144.21,498136.6,21.0,94.0,2898.0,30.836,,,355.04
722,33.6,373.26,144.21,497115.06,21.0,97.0,2893.0,30.7,,,354.32
723,33.6,401.2,144.21,496093.52,21.0,97.0,2887.0,30.564,,,353.6
724,33.6,326.64,144.21,499099.38,21.0,91.0,2904.0,30.428,,,355.68
725,33.63,7.13,144.21,500190.21,21.0,91.0,2910.0,30.291,,,356.44
726,33.57,39.19,144.21,503979.71,21.0,96.0,2934.0,30.155,,,359.38
727,33.6,146.16,144.21,500189.04,21.0,100.0,2912.0,30.019,,,356.73
728,33.58,264.04,144.23,500661.11,21.0,93.0,2917.0,29.883,,,357.54
729,33.56,291.57,144.24,501133.19,21.0,91.0,2922.0,29.746,,,358.36
730,33.54,96.26,144.26,501605.26,21.0,97.0,2927.0,29.61,,,359.17
731,33.6,94.71,144.26,501569.64,21.0,99.0,2926.0,29.474,,,359.05
732,33.63,210.02,144.26,499464.42,21.0,94.0,2914.0,29.338,,,357.6
733,33.51,342.4,144.26,497680.69,21.0,90.0,2905.0,29.201,,,356.48
734,33.54,134.0,144.26,493016.29,21.0,94.0,2878.0,29.065,,,353.09
735,33.54,28.07,144.86,489446.19,21.0,93.0,2845.0,28.929,,,350.52
736,33.54,397.86,145.46,485876.08,21.0,94.0,2812.0,28.793,,,347.95
737,33.54,253.02,146.06,482305.98,21.0,99.0,2779.0,28.656,,,345.38
738,33.57,431.71,146.08,482994.85,21.0,98.0,2804.0,28.52,,,345.9
739,33.57,249.27,146.08,486043.09,21.0,92.0,2822.0,28.385,73.0,232.75,348.11
740,33.48,384.45,146.08,486862.74,21.0,96.0,2827.0,28.25,,,348.68
741,33.48,437.82,145.76,486862.74,21.0,99.0,2824.0,28.116,,,348.28
742,33.49,102.05,145.77,486130.36,21.0,90.0,2822.0,27.981,,,347.88
743,33.5,87.0,145.78,485397.99,21.0,97.0,2820.0,27.846,,,347.48
744,33.51,364.12,145.79,484665.61,21.0,92.0,2817.0,27.711,,,347.08
745,33.84,77.92,145.79,484880.5,21.0,93.0,2819.0,27.577,,,347.22
746,32.91,321.39,145.79,476859.5,21.0,98.0,2772.0,27.442,,,341.44
747,32.88,53.37,145.79,475530.77,21.0,92.0,2763.0,27.307,,,340.35
748,32.91,345.01,145.79,483009.67,21.0,97.0,2807.0,27.172,,,345.74
749,31.82,101.39,145.79,485626.83,21.0,99.0,2822.0,27.037,,,347.61
750,30.73,188.67,145.79,488243.99,21.0,94.0,2837.0,26.903,,,349.48
751,29.64,70.57,145.79,490861.15,21.0,95.0,2852.0,26.768,,,351.36
752,29.67,221.23,145.79,492784.76,21.0,96.0,2863.0,26.633,,,352.72
753,29.76,63.31,145.79,493308.14,21.0,93.0,2866.0,26.498,,,353.12
754,29.64,469.39,145.79,499665.92,21.0,92.0,2903.0,26.363,,,357.64
755,30.03,422.63,145.79,508803.23,21.0,92.0,2954.0,26.229,,,363.92
756,30.03,88.27,146.09,509643.42,21.0,91.0,2956.0,26.094,,,364.54
757,30.03,384.13,146.38,510483.61,21.0,99.0,2957.0,25.959,,,365.18
758,30.03,126.25,146.68,511323.8,21.0,98.0,2959.0,25.824,,,365.8
759,30.12,308.46,146.68,507845.65,21.0,100.0,2945.0,25.69,,,364.04
760,30.36,465.47,146.68,499218.07,21.0,93.0,2896.0,25.555,,,358.06
761,31.29,357.58,146.68,497951.35,21.0,95.0,2889.0,25.42,,,357.15
762,31.32,123.45,146.68,494947.05,21.0,98.0,2872.0,25.285,,,355.02
763,31.28,119.64,146.72,493368.16,21.0,91.0,2862.0,25.15,,,353.88
764,31.24,283.65,146.76,491789.26,21.0,95.0,2852.0,25.016,,,352.74
765,31.2,417.94,146.8,490210.37,21.0,91.0,2842.0,24.881,,,351.6
766,33.78,284.53,146.8,494721.37,21.0,99.0,2868.0,24.746,,,354.88
767,33.84,27.77,146.8,498087.2,21.0,95.0,2888.0,24.611,,,357.3
768,33.87,283.07,146.8,498682.34,21.0,94.0,2892.0,24.477,,,357.78
769,33.84,171.81,144.89,495759.68,21.0,92.0,2890.0,24.342,,,356.02
770,33.84,191.24,144.91,495015.69,21.0,99.0,2884.0,24.207,74.0,229.75,355.46
771,33.84,278.45,144.93,494271.7,21.0,98.0,2877.0,24.072,,,354.9
772,33.84,182.56,144.95,493527.71,21.0,93.0,2871.0,23.937,,,354.34
773,33.87,120.0,144.95,490115.99,21.0,92.0,2851.0,23.803,,,351.84
774,34.08,335.52,144.95,495045.72,21.0,99.0,2880.0,23.668,,,355.42
775,34.08,358.6,144.95,489903.83,21.0,92.0,2850.0,23.533,,,351.76
776,33.69,366.33,144.95,490060.22,21.0,91.0,2851.0,23.398,,,351.92
777,33.64,234.91,144.95,492531.48,21.0,93.0,2866.0,23.263,,,353.74
778,33.59,343.07,144.95,495002.73,21.0,93.0,2881.0,23.129,,,355.58
779,33.54,239.45,144.95,497473.99,21.0,96.0,2896.0,22.994,,,357.4
780,33.9,310.26,144.95,489587.8,21.0,91.0,2848.0,22.859,,,351.46
781,33.9,407.59,144.95,491993.19,21.0,95.0,2863.0,22.724,,,353.33
782,33.96,211.04,144.95,490812.66,21.0,94.0,2856.0,22.59,,,352.48
783,34.02,68.79,144.95,493323.22,21.0,93.0,2871.0,22.455,,,354.28
784,34.02,272.21,144.95,494279.63,21.0,94.0,2876.0,22.32,,,354.98
785,34.02,1.08,144.95,495236.04,21.0,97.0,2882.0,22.185,,,355.67
786,34.02,279.77,144.95,496192.45,21.0,93.0,2887.0,22.05,,,356.36
787,34.05,320.5,144.95,493374.44,21.0,98.0,2870.0,21.916,,,354.28
788,34.11,308.32,144.95,489261.37,21.0,96.0,2846.0,21.781,,,351.25
789,33.63,11.23,144.95,477131.98,21.0,92.0,2776.0,21.646,,,342.62
790,33.15,334.94,144.95,457117.83,21.0,92.0,2659.0,21.511,,,328.18
791,33.19,108.08,144.95,451819.38,21.0,93.0,2628.0,21.377,,,324.39
792,33.23,300.47,144.95,446520.92,21.0,96.0,2598.0,21.242,,,320.6
793,33.27,327.96,144.95,441222.47,21.0,91.0,2567.0,21.107,,,316.82
794,33.42,334.3,144.95,436033.91,21.0,93.0,2536.0,20.972,,,313.06
795,33.51,195.75,144.95,459050.54,21.0,96.0,2670.0,20.837,,,329.58
796,33.54,379.8,144.95,469897.09,21.0,94.0,2735.0,20.703,,,337.5
797,33.78,324.63,144.98,471040.57,21.0,92.0,2739.0,20.568,,,338.31
798,33.75,394.33,144.94,470532.05,21.0,93.0,2733.0,20.433,,,337.31
799,33.72,240.05,144.9,470023.54,21.0,98.0,2726.0,20.298,,,336.31
800,33.69,56.03,144.86,469515.02,21.0,94.0,2720.0,20.163,,,335.31
801,33.78,380.53,144.86,453862.11,21.0,97.0,2629.0,20.029,75.0,218.0,324.07
802,33.96,157.5,144.86,465690.16,21.0,98.0,2698.0,19.894,,,332.57
803,34.2,228.62,144.77,465219.82,21.0,99.0,2703.0,19.759,,,332.22
804,34.26,53.45,144.77,458322.93,21.0,94.0,2662.0,19.624,,,327.29
805,34.26,316.06,144.77,458322.93,21.0,93.0,2681.0,19.49,,,329.61
806,34.26,150.0,144.77,458322.93,21.0,93.0,2700.0,19.355,,,331.92
807,34.26,37.88,144.77,458322.93,21.0,90.0,2719.0,19.22,,,334.24
808,34.05,55.7,144.76,471160.43,21.0,94.0,2737.0,19.085,,,336.56
809,33.93,244.11,144.76,464923.68,21.0,92.0,2701.0,18.95,,,332.06
810,34.2,298.05,144.76,469992.9,21.0,93.0,2729.0,18.816,,,335.5
811,34.14,233.23,144.76,472609.93,21.0,91.0,2745.0,18.681,,,337.54
812,34.15,305.17,144.76,472149.25,21.0,90.0,2743.0,18.546,,,337.23
813,34.16,131.06,144.76,471688.58,21.0,91.0,2740.0,18.411,,,336.92
814,34.17,422.67,144.76,471227.9,21.0,95.0,2738.0,18.277,,,336.6
815,34.17,6.85,144.76,477219.34,21.0,98.0,2772.0,18.142,,,340.87
816,34.11,47.06,144.76,479764.48,21.0,100.0,2787.0,18.007,,,342.68
817,35.34,69.83,144.76,476512.27,21.0,98.0,2768.0,17.872,,,340.36
818,36.99,133.2,144.76,469910.35,21.0,91.0,2732.0,17.737,,,335.86
819,37.05,414.16,144.41,471477.93,21.0,97.0,2748.0,17.603,,,336.98
820,37.11,65.16,144.07,473045.52,21.0,94.0,2763.0,17.468,,,338.1
821,37.17,57.62,143.72,474613.1,21.0,90.0,2779.0,17.333,,,339.21
822,37.14,110.52,143.72,467133.16,21.0,94.0,2735.0,17.198,,,333.86
823,37.2,102.12,143.72,468206.7,21.0,99.0,2742.0,17.063,,,334.66
824,37.26,476.88,143.72,468196.04,21.0,93.0,2742.0,16.929,,,334.66
825,37.17,236.29,143.71,467382.5,21.0,96.0,2738.0,16.794,,,334.09
826,37.18,309.06,144.22,463704.5,21.0,98.0,2707.0,16.659,,,331.46
827,37.19,427.92,144.72,460026.49,21.0,94.0,2676.0,16.524,,,328.84
828,37.2,270.47,145.23,456348.49,21.0,92.0,2645.0,16.39,,,326.21
829,37.08,201.72,145.23,453902.67,21.0,92.0,2631.0,16.255,,,324.42
830,37.08,112.69,145.34,464220.38,21.0,96.0,2702.0,16.12,,,331.78
831,37.17,217.86,145.34,464078.68,21.0,99.0,2701.0,16.026,76.0,225.0,331.63
832,37.02,369.55,145.01,471212.17,21.0,98.0,2750.0,15.931,,,336.68
833,37.0,71.47,145.02,474324.11,21.0,92.0,2768.0,15.837,,,338.84
834,36.98,153.12,145.03,477436.05,21.0,98.0,2786.0,15.743,,,341.0
835,36.96,250.75,145.04,480547.99,21.0,90.0,2804.0,15.648,,,343.16
836,36.87,277.34,145.04,481450.84,21.0,99.0,2809.0,15.554,,,343.78
837,36.78,75.96,145.04,483295.41,21.0,93.0,2820.0,15.46,,,345.11
838,36.66,261.32,145.04,485408.56,21.0,97.0,2833.0,15.365,,,346.66
839,36.75,288.01,145.04,487885.84,21.0,96.0,2847.0,15.271,,,348.43
840,36.67,198.9,145.04,488228.17,21.0,94.0,2849.0,15.177,,,348.67
841,36.59,4.03,145.04,488570.51,21.0,93.0,2851.0,15.082,,,348.91
842,36.51,77.31,145.04,488912.84,21.0,99.0,2853.0,14.988,,,349.16
843,36.57,191.56,145.04,487406.53,21.0,96.0,2844.0,14.893,,,348.02
844,36.69,182.21,145.04,486865.47,21.0,92.0,2841.0,14.799,,,347.68
845,36.81,428.42,145.04,492455.47,21.0,93.0,2873.0,14.705,,,351.64
846,36.81,391.39,145.04,493815.53,21.0,97.0,2881.0,14.61,,,352.64
847,36.48,291.9,145.04,494258.87,21.0,95.0,2884.0,14.516,,,353.0
848,36.15,29.44,145.04,494702.22,21.0,91.0,2887.0,14.422,,,353.36
849,35.82,157.49,145.04,495145.56,21.0,99.0,2890.0,14.327,,,353.72
850,35.91,211.06,145.04,493560.86,21.0,97.0,2880.0,14.233,,,352.48
851,35.28,305.31,145.04,489667.88,21.0,95.0,2858.0,14.139,,,349.73
852,35.25,0.42,145.04,501218.9,21.0,92.0,2925.0,14.044,,,357.99
853,34.83,207.51,145.04,516421.23,21.0,97.0,3014.0,13.95,,,368.89
854,34.84,442.38,145.07,515920.51,21.0,90.0,3009.0,13.856,,,368.5
855,34.85,272.48,145.11,515419.8,21.0,90.0,3003.0,13.761,,,368.1
856,34.86,266.07,145.14,514919.08,21.0,92.0,2998.0,13.667,,,367.71
857,34.86,434.81,145.14,511807.27,21.0,98.0,2981.0,13.573,,,365.7
858,33.93,416.74,145.14,517289.63,21.0,91.0,3027.0,13.478,,,371.28
859,33.99,323.27,145.14,515359.78,21.0,91.0,3016.0,13.384,,,370.02
860,33.96,290.05,145.14,511447.43,21.0,93.0,2993.0,13.29,,,367.16
861,33.94,378.61,146.83,513159.66,21.0,97.0,2988.0,13.195,,,368.38
862,33.92,188.09,148.51,514871.89,21.0,100.0,2982.0,13.101,77.0,228.25,369.59
863,33.9,1.5,150.2,516584.12,21.0,99.0,2976.0,13.007,,,370.8
864,33.75,42.18,150.2,519919.92,21.0,100.0,2996.0,12.912,,,373.18
865,33.93,375.83,150.2,519885.86,21.0,91.0,2998.0,12.818,,,373.53
866,33.6,480.33,150.2,518362.39,21.0,97.0,2989.0,12.723,,,372.34
867,33.87,349.6,150.2,520375.7,21.0,91.0,3001.0,12.629,,,373.86
868,33.89,394.71,150.16,518497.85,21.0,94.0,2991.0,12.535,,,372.62
869,33.91,307.2,150.13,516620.0,21.0,96.0,2981.0,12.44,,,371.36
870,33.93,260.22,150.09,514742.15,21.0,92.0,2971.0,12.346,,,370.12
871,33.96,477.49,150.09,511054.57,21.0,91.0,2950.0,12.252,,,367.45
872,34.02,385.25,150.09,510820.83,21.0,92.0,2949.0,12.157,,,367.32
873,33.9,242.0,150.09,506095.07,21.0,97.0,2922.0,12.063,,,363.96
874,33.81,285.96,150.09,495884.48,21.0,95.0,2863.0,11.969,,,356.64
875,33.77,188.98,150.09,498254.08,21.0,91.0,2877.0,11.874,,,358.34
876,33.73,384.84,150.09,500623.67,21.0,94.0,2890.0,11.78,,,360.02
877,33.69,437.79,150.09,502993.27,21.0,91.0,2904.0,11.686,,,361.72
878,33.69,112.13,150.09,502583.51,21.0,96.0,2901.0,11.591,,,361.39
879,34.02,320.02,150.09,510665.48,21.0,92.0,2948.0,11.497,,,367.18
880,33.96,157.19,150.09,512751.07,21.0,98.0,2960.0,11.403,,,368.74
881,33.72,329.52,150.09,517060.96,21.0,92.0,2986.0,11.308,,,371.9
882,33.77,203.94,150.09,516192.47,21.0,91.0,2981.0,11.214,,,371.27
883,33.82,59.52,150.09,515323.99,21.0,91.0,2975.0,11.12,,,370.63
884,33.87,414.71,150.09,514455.5,21.0,91.0,2970.0,11.025,,,369.99
885,33.57,73.27,150.09,514412.34,21.0,92.0,2971.0,10.931,,,370.04
886,33.42,8.99,150.09,512512.65,21.0,97.0,2959.0,10.837,,,368.64
887,33.42,138.63,150.09,512512.65,21.0,95.0,2961.0,10.742,,,368.9
888,33.42,379.77,150.11,513217.38,21.0,97.0,2962.0,10.648,,,369.15
889,33.5,239.49,150.19,513219.98,21.0,96.0,2961.0,10.553,,,369.22
890,33.58,379.18,150.27,513222.58,21.0,99.0,2961.0,10.459,,,369.28
891,33.66,301.33,150.35,513225.18,21.0,90.0,2961.0,10.365,,,369.34
892,33.69,264.8,149.53,518413.87,21.0,93.0,2992.0,10.27,78.0,231.5,373.41
893,33.75,21.74,149.53,515090.03,21.0,91.0,2973.0,10.176,,,371.04
894,33.9,447.26,149.37,508430.91,21.0,94.0,2946.0,10.082,,,366.26
895,33.81,381.12,149.37,520862.81,21.0,95.0,3018.0,9.987,,,375.13
896,33.69,148.74,149.37,519858.82,21.0,91.0,3012.0,9.893,,,374.42
897,33.57,54.89,149.37,518854.83,21.0,94.0,3006.0,9.799,,,373.71
898,33.45,411.9,149.37,517850.84,21.0,100.0,3001.0,9.704,,,373.0
899,33.15,101.94,149.36,516752.99,21.0,91.0,2994.0,9.61,,,372.16
900,33.39,455.44,149.37,509085.2,21.0,92.0,2950.0,9.516,,,366.68
901,33.57,380.34,149.37,510031.86,21.0,95.0,2956.0,9.421,,,367.43
902,33.66,246.67,149.37,499367.7,21.0,95.0,2895.0,9.327,,,359.83
903,33.63,442.14,149.37,500467.37,21.0,96.0,2901.0,9.233,,,360.59
904,33.6,218.85,149.37,501567.04,21.0,99.0,2907.0,9.138,,,361.36
905,33.57,107.69,149.37,502666.71,21.0,93.0,2913.0,9.044,,,362.12
906,33.45,272.08,149.36,504795.46,21.0,90.0,2926.0,8.95,,,363.64
907,33.48,481.75,149.36,511478.76,21.0,92.0,2964.0,8.855,,,368.41
908,33.48,251.19,149.35,503052.81,21.0,96.0,2916.0,8.761,,,362.48
909,33.39,30.71,149.36,492920.35,21.0,99.0,2857.0,8.667,,,355.12
910,33.39,202.77,149.26,494637.26,21.0,99.0,2871.0,8.572,,,356.36
911,33.39,152.26,149.16,496354.17,21.0,96.0,2884.0,8.478,,,357.62
912,33.39,122.35,149.06,498071.08,21.0,98.0,2898.0,8.383,,,358.86
913,32.91,184.43,149.06,501139.34,21.0,98.0,2918.0,8.289,,,361.29
914,32.88,272.81,149.06,505159.72,21.0,93.0,2941.0,8.195,,,364.22
915,33.48,338.11,149.06,504509.59,21.0,91.0,2937.0,8.1,,,363.74
916,33.48,86.55,149.0,504509.59,21.0,93.0,2935.0,8.006,,,363.8
917,33.5,393.05,149.22,504624.42,21.0,98.0,2934.0,7.912,,,363.86
918,33.52,258.24,149.44,504739.26,21.0,90.0,2932.0,7.817,,,363.91
919,33.54,329.7,149.66,504854.09,21.0,97.0,2930.0,7.723,,,363.96
920,33.6,97.82,150.08,509453.88,21.0,96.0,2962.0,7.629,,,368.84
921,33.57,68.8,150.08,505517.87,21.0,93.0,2938.0,7.534,,,365.97
922,33.48,353.18,150.65,498316.26,21.0,93.0,2881.0,7.44,,,360.74
923,33.48,225.68,150.58,498316.26,21.0,99.0,2870.0,7.685,79.0,230.0,359.34
924,33.48,66.44,150.57,495688.79,21.0,95.0,2860.0,7.931,,,357.94
925,33.48,336.96,150.56,493061.31,21.0,92.0,2850.0,8.176,,,356.53
926,33.48,338.44,150.55,490433.84,21.0,100.0,2840.0,8.421,,,355.13
927,33.42,182.31,150.54,488400.12,21.0,94.0,2828.0,8.666,,,353.62
928,33.48,449.17,150.54,481903.76,21.0,93.0,2792.0,8.912,,,349.1
929,33.48,476.75,150.54,466909.69,21.0,98.0,2704.0,9.157,,,338.14
930,33.51,340.98,150.55,463115.12,21.0,96.0,2683.0,9.402,,,335.44
931,33.52,164.13,150.55,464081.67,21.0,97.0,2688.0,9.647,,,336.14
932,33.53,188.47,150.55,465048.22,21.0,92.0,2694.0,9.893,,,336.84
933,33.54,159.64,150.55,466014.77,21.0,94.0,2700.0,10.138,,,337.54
934,33.54,217.91,150.56,471805.36,21.0,99.0,2733.0,10.383,,,341.74
935,33.48,442.38,150.56,458460.73,21.0,95.0,2657.0,10.629,,,332.21
936,33.57,101.77,150.56,467695.28,21.0,92.0,2711.0,10.874,,,338.92
937,33.63,91.87,150.56,453105.12,21.0,99.0,2625.0,11.119,,,328.24
938,33.63,248.74,150.56,453105.12,21.0,96.0,2625.0,11.364,,,328.19
939,33.63,144.84,150.56,453105.12,21.0,92.0,2624.0,11.61,,,328.14
940,33.63,131.58,150.56,453105.12,21.0,91.0,2624.0,11.855,,,328.08
941,33.9,222.43,150.56,452877.75,21.0,95.0,2623.0,12.1,,,328.02
942,33.99,472.25,150.56,449833.41,21.0,92.0,2607.0,12.345,,,325.91
943,34.05,145.7,150.55,451318.14,21.0,100.0,2615.0,12.591,,,327.0
944,34.14,383.96,150.55,463827.52,21.0,90.0,2689.0,12.836,,,336.18
945,34.13,144.03,150.55,461705.53,21.0,96.0,2674.0,13.081,,,334.64
946,34.12,227.67,150.55,459583.54,21.0,94.0,2660.0,13.327,,,333.1
947,34.11,270.32,150.56,457461.55,21.0,96.0,2646.0,13.572,,,331.57
948,33.87,241.72,150.56,461646.38,21.0,98.0,2670.0,13.817,,,334.56
949,33.45,339.27,150.56,450331.31,21.0,92.0,2604.0,14.062,,,326.32
950,33.0,358.6,150.56,456654.12,21.0,99.0,2643.0,14.308,,,331.15
951,33.21,296.81,150.54,472940.39,21.0,94.0,2738.0,14.553,,,343.08
952,33.27,397.56,150.5,471891.55,21.0,94.0,2739.0,14.798,,,343.3
953,33.33,344.81,150.47,470842.71,21.0,92.0,2741.0,15.044,,,343.52
954,33.39,329.53,150.43,469793.87,21.0,90.0,2742.0,15.289,80.0,229.25,343.74
955,33.42,208.04,150.43,462772.44,21.0,96.0,2686.0,15.534,,,336.79
956,32.91,474.8,150.43,460881.46,21.0,99.0,2676.0,15.779,,,335.53
957,32.7,477.42,150.42,461341.92,21.0,93.0,2680.0,16.025,,,335.92
958,32.55,114.23,150.42,445948.23,21.0,90.0,2590.0,16.27,,,324.67
959,32.7,129.25,150.42,443493.09,21.0,94.0,2576.0,16.515,,,322.9
960,32.85,84.91,150.42,441037.96,21.0,96.0,2562.0,16.76,,,321.13
961,33.0,70.54,150.42,438582.82,21.0,99.0,2548.0,17.006,,,319.36
962,33.06,449.61,150.41,436785.83,21.0,93.0,2538.0,17.251,,,318.09
963,33.18,35.64,150.41,438353.63,21.0,93.0,2547.0,17.496,,,319.23
964,33.21,286.14,150.43,437448.44,21.0,93.0,2541.0,17.742,,,318.58
965,33.54,182.18,150.43,443009.19,21.0,99.0,2575.0,17.987,,,322.88
966,33.54,107.55,150.43,443009.19,21.0,92.0,2588.0,18.232,,,324.41
967,33.54,213.98,150.43,443009.19,21.0,90.0,2600.0,18.477,,,325.94
968,33.54,400.54,150.43,443009.19,21.0,97.0,2612.0,18.723,,,327.46
969,33.42,348.4,150.42,451335.95,21.0,98.0,2624.0,18.968,,,328.99
970,33.03,397.5,150.42,461814.34,21.0,96.0,2685.0,19.213,,,336.64
971,32.94,104.59,150.42,458681.08,21.0,95.0,2668.0,19.458,,,334.42
972,33.0,128.55,150.43,459697.42,21.0,99.0,2674.0,19.704,,,335.16
973,33.02,304.47,150.43,461883.89,21.0,95.0,2686.0,19.949,,,336.77
974,33.04,65.52,150.43,464070.36,21.0,97.0,2699.0,20.194,,,338.37
975,33.06,228.66,150.43,466256.83,21.0,94.0,2712.0,20.44,,,339.98
976,33.12,158.27,150.43,457214.68,21.0,98.0,2662.0,20.685,,,333.72
977,31.83,123.34,150.42,461227.13,21.0,92.0,2686.0,20.93,,,336.69
978,31.77,69.45,150.43,467108.07,21.0,90.0,2720.0,21.175,,,341.05
979,31.65,291.18,150.43,466064.69,21.0,91.0,2713.0,21.421,,,340.08
980,31.63,47.54,150.45,465032.75,21.0,92.0,2707.0,21.666,,,339.33
981,31.61,18.85,150.47,464000.81,21.0,91.0,2700.0,21.911,,,338.57
982,31.59,34.1,150.49,462968.87,21.0,97.0,2694.0,22.156,,,337.82
983,31.71,283.64,150.49,477186.32,21.0,96.0,2777.0,22.402,81.0,227.5,348.22
984,31.59,133.38,150.49,477982.18,21.0,95.0,2782.0,22.647,,,348.85
985,31.59,348.59,150.34,477677.07,21.0,98.0,2794.0,22.892,,,348.63
986,31.59,261.01,150.49,478958.22,21.0,91.0,2799.0,23.138,,,349.84
987,31.55,177.02,150.49,477822.58,21.0,91.0,2792.0,23.383,,,348.98
988,31.51,375.95,150.49,476686.95,21.0,97.0,2786.0,23.628,,,348.13
989,31.47,154.08,150.49,475551.31,21.0,91.0,2779.0,23.873,,,347.28
990,31.83,132.71,150.49,471892.59,21.0,98.0,2757.0,24.119,,,344.6
991,31.77,249.02,150.49,476745.88,21.0,97.0,2786.0,24.364,,,348.14
992,31.77,7.23,150.48,476129.81,21.0,98.0,2782.0,24.609,,,347.7
993,31.44,152.8,150.48,484489.59,21.0,98.0,2831.0,24.855,,,353.78
994,31.46,22.34,150.48,484610.36,21.0,95.0,2832.0,25.1,,,353.87
995,31.48,82.33,150.48,484731.13,21.0,92.0,2832.0,25.345,,,353.95
996,31.5,344.01,150.48,484851.9,21.0,91.0,2833.0,25.59,,,354.04
997,31.59,308.04,150.48,486757.7,21.0,91.0,2845.0,25.836,,,355.52
998,31.53,249.01,150.48,492258.0,21.0,97.0,2876.0,26.081,,,359.44
999,32.91,287.69,150.48,494587.99,21.0,98.0,2890.0,26.326,,,361.1
1000,32.85,354.14,150.47,495638.26,21.0,94.0,2897.0,26.571,,,362.02
1001,32.87,240.0,150.27,496182.05,21.0,95.0,2902.0,26.817,,,362.41
1002,32.89,388.71,150.07,496725.84,21.0,97.0,2907.0,27.062,,,362.8
1003,32.91,388.93,149.86,497269.63,21.0,96.0,2912.0,27.307,,,363.19
1004,33.15,144.46,149.86,497764.93,21.0,98.0,2916.0,27.553,,,363.59
1005,33.3,26.07,149.86,494706.81,21.0,95.0,2898.0,27.798,,,361.4
1006,33.27,377.34,149.86,495245.27,21.0,98.0,2902.0,28.043,,,361.89
1007,33.27,82.48,149.89,495245.27,21.0,93.0,2911.0,28.288,,,361.63
1008,33.27,101.06,149.64,494754.3,21.0,93.0,2919.0,28.534,,,361.38
1009,33.27,312.61,149.4,494263.34,21.0,98.0,2928.0,28.779,,,361.12
1010,33.27,41.57,149.15,493772.37,21.0,98.0,2937.0,29.024,,,360.86
1011,33.33,419.82,149.15,501489.82,21.0,97.0,2983.0,29.269,,,366.57
1012,33.72,320.21,149.16,504955.62,21.0,99.0,3004.0,29.515,,,369.13
1013,33.69,382.35,150.07,504160.41,21.0,96.0,2990.0,29.76,,,368.56
1014,35.91,182.19,150.31,508517.36,21.0,98.0,3023.0,29.596,82.0,222.5,371.72
1015,35.9,412.94,150.36,507644.84,21.0,91.0,3018.0,29.433,,,371.09
1016,35.89,464.49,150.41,506772.33,21.0,96.0,3013.0,29.269,,,370.46
1017,35.88,57.24,150.46,505899.81,21.0,91.0,3008.0,29.106,,,369.83
1018,35.85,194.04,150.46,500503.25,21.0,93.0,2976.0,28.942,,,365.89
1019,35.79,25.53,150.46,505744.85,21.0,93.0,3007.0,28.779,,,369.75
1020,35.79,254.98,150.46,498505.15,21.0,90.0,2964.0,28.615,,,364.45
1021,35.76,197.48,150.46,498780.23,21.0,99.0,2966.0,28.452,,,364.6
1022,35.74,389.97,150.46,498504.59,21.0,97.0,2964.0,28.288,,,364.37
1023,35.72,330.21,150.46,498228.94,21.0,96.0,2962.0,28.125,,,364.14
1024,35.7,175.28,150.46,497953.3,21.0,99.0,2960.0,27.961,,,363.91
1025,35.64,481.76,150.46,500740.89,21.0,92.0,2977.0,27.798,,,365.98
1026,35.67,251.61,150.46,507694.59,21.0,92.0,3018.0,27.634,,,371.0
1027,35.46,410.71,150.46,507152.88,21.0,98.0,3014.0,27.471,,,370.6
1028,26.88,150.1,150.46,504836.8,21.0,95.0,3000.0,27.307,,,368.89
1029,26.8,142.72,150.46,505526.54,21.0,92.0,3004.0,27.144,,,369.37
1030,26.72,124.22,150.46,506216.27,21.0,92.0,3008.0,26.98,,,369.85
1031,26.64,194.3,150.46,506906.01,21.0,95.0,3012.0,26.817,,,370.34
1032,25.11,394.99,150.46,503585.29,21.0,95.0,2993.0,26.653,,,368.0
1033,24.51,183.16,150.46,504524.28,21.0,92.0,3000.0,26.49,,,368.79
1034,24.39,391.07,150.46,503540.44,21.0,95.0,2996.0,26.326,,,368.36
1035,24.27,406.53,150.46,494009.49,21.0,92.0,2939.0,26.163,,,361.35
1036,24.01,304.32,150.46,494156.43,21.0,91.0,2939.0,25.999,,,361.18
1037,23.75,445.33,150.46,494303.38,21.0,99.0,2939.0,25.836,,,361.01
1038,23.49,285.19,150.46,494450.32,21.0,100.0,2938.0,25.672,,,360.84
1039,23.13,240.85,150.46,492467.95,21.0,94.0,2927.0,25.509,,,359.42
1040,22.41,175.53,150.46,488114.64,21.0,95.0,2902.0,25.345,,,356.4
1041,22.38,33.79,150.46,481288.99,21.0,98.0,2862.0,25.182,,,351.52
1042,29.16,226.49,150.46,477053.07,21.0,96.0,2838.0,25.018,,,348.4
1043,29.25,153.26,150.55,478147.93,21.0,94.0,2849.0,24.855,,,349.17
1044,29.34,166.72,150.64,479242.79,21.0,92.0,2861.0,24.691,83.0,236.75,349.94
1045,29.43,417.16,150.72,480337.65,21.0,95.0,2872.0,24.527,,,350.7
1046,29.46,397.3,150.77,476190.65,21.0,95.0,2848.0,24.364,,,347.81
1047,29.46,224.06,150.71,474134.05,21.0,95.0,2836.0,24.2,,,346.29
1048,29.49,172.91,150.5,474250.14,21.0,95.0,2833.0,24.037,,,346.34
